user_email,BRAD41,BRAD38,BRAD31,BRAD46,BRAD32,BRAD33,S6A,BRAD39,BRAD44,S5A,BRAD40,BRAD37,BRAD36,BRAD35,BRAD42,BRAD43,S4A,S3A,BRAD34,S2A,BRAD45
383@gmail.com,,"Nenhum conhecimento, nunca ouvi falar sobre previdência privada",Prada,,,,,,,Desempregado,,,,,,,Paraná,Entre 18 e 27 anos,,Feminino,
384@gmail.com,,"Nenhum conhecimento, nunca ouvi falar sobre previdência privada",Inss,,,,,,,Desempregado,,,,,,,Amapá,Entre 28 e 45 anos,,Feminino,
385@gmail.com,,"Nenhum conhecimento, nunca ouvi falar sobre previdência privada",Não sei,,,,,,,Desempregado,,,,,,,Minas Gerais,Entre 28 e 45 anos,,Prefiro não informar,
386@gmail.com,,"Nenhum conhecimento, nunca ouvi falar sobre previdência privada",Não  sei,,,,,,,Desempregado,,,,,,,Bahia,Entre 45 e 60 anos,,Feminino,
387@gmail.com,,"Nenhum conhecimento, nunca ouvi falar sobre previdência privada",Galaxy,,,,,,,Desempregado,,,,,,,Espírito Santo,Entre 28 e 45 anos,,Feminino,
388@hotmail.com,,"Nenhum conhecimento, nunca ouvi falar sobre previdência privada",Correios,,,,,,,Desempregado,,,,,,,Alagoas,Entre 18 e 27 anos,,Masculino,
389@gmail.com,,"Nenhum conhecimento, nunca ouvi falar sobre previdência privada",Nada,,,,,,,Desempregado,,,,,,,Distrito Federal,Entre 18 e 27 anos,,Feminino,
390@gmail.com,,"Nenhum conhecimento, nunca ouvi falar sobre previdência privada",Não sei,,,,,,,Desempregado,,,,,,,Alagoas,Entre 18 e 27 anos,,Feminino,
391@gmail.com,,"Nenhum conhecimento, nunca ouvi falar sobre previdência privada",Nike,Bradesco Previdência,,,,,Confiança baixa,Desempregado,,,,,,"Pouca preocupação, considero, mas acho improvável ser vítima",Bahia,Entre 28 e 45 anos,,Masculino,Não
392@gmail.com,,"Nenhum conhecimento, nunca ouvi falar sobre previdência privada",Caixa,,,,,,,Desempregado,,,,,,,Maranhão,Entre 18 e 27 anos,,Feminino,
393@gmail.com,,"Nenhum conhecimento, nunca ouvi falar sobre previdência privada",Nenhuma,,,,,,,Desempregado,,,,,,,São Paulo,Entre 28 e 45 anos,,Masculino,
394@gmail.com,,"Nenhum conhecimento, nunca ouvi falar sobre previdência privada",Coca-cola,Itaú Previdência,,,,,Confiança baixa,Desempregado,,,,,,"Muita preocupação, não invisto por receio de golpes",Paraná,Entre 18 e 27 anos,,Feminino,Não
395@gmail.com,,"Nenhum conhecimento, nunca ouvi falar sobre previdência privada",Ifood,,,,,,,Desempregado,,,,,,,Ceará,Entre 28 e 45 anos,,Feminino,
396@gmail.com,,"Nenhum conhecimento, nunca ouvi falar sobre previdência privada",Não sei,,,,,,,Desempregado,,,,,,,Rio de Janeiro,Entre 28 e 45 anos,,Feminino,
397@gmail.com,,"Nenhum conhecimento, nunca ouvi falar sobre previdência privada",Nada,,,,,,,Desempregado,,,,,,,Bahia,Entre 18 e 27 anos,,Masculino,
398@gmail.com,,"Nenhum conhecimento, nunca ouvi falar sobre previdência privada",Bradesco,,,,,,,Desempregado,,,,,,,Rio de Janeiro,Acima de 60 anos,,Feminino,
399@gmail.com,,"Nenhum conhecimento, nunca ouvi falar sobre previdência privada",Plano gerador de benefício livre,,,,,,,Desempregado,,,,,,,Minas Gerais,Entre 18 e 27 anos,,Masculino,
400@gmail.com,,"Nenhum conhecimento, nunca ouvi falar sobre previdência privada",Gbs,,,,,,,Desempregado,,,,,,,Rio de Janeiro,Entre 18 e 27 anos,,Masculino,
401@gmail.com,,"Nenhum conhecimento, nunca ouvi falar sobre previdência privada",Inss,,,,,,,Desempregado,,,,,,,Ceará,Entre 45 e 60 anos,,Feminino,
402@gmail.com,,"Nenhum conhecimento, nunca ouvi falar sobre previdência privada",Nao sei,,,,,,,Desempregado,,,,,,,Rio Grande do Sul,Entre 28 e 45 anos,,Feminino,
403@gmail.com,,"Nenhum conhecimento, nunca ouvi falar sobre previdência privada",Não sei dizer,,,,,,,Desempregado,,,,,,,Amazonas,Entre 18 e 27 anos,,Masculino,
404@gmail.com,,"Nenhum conhecimento, nunca ouvi falar sobre previdência privada",não sei,,,,,,,Desempregado,,,,,,,Ceará,Entre 18 e 27 anos,,Masculino,
405@gmail.com,,"Nenhum conhecimento, nunca ouvi falar sobre previdência privada",Não sei,,,,,,,Desempregado,,,,,,,Goiás,Entre 18 e 27 anos,,Masculino,
406@gmail.com,,"Nenhum conhecimento, nunca ouvi falar sobre previdência privada",Inss,,,,,,,Desempregado,,,,,,,Espírito Santo,Entre 45 e 60 anos,,Feminino,
407@gmail.com,,"Nenhum conhecimento, nunca ouvi falar sobre previdência privada",".
",,,,,,,Desempregado,,,,,,,Amapá,Menos de 18 anos,,Masculino,
408@gmail.com,,"Nenhum conhecimento, nunca ouvi falar sobre previdência privada",Slr,,,,,,,Desempregado,,,,,,,Maranhão,Entre 18 e 27 anos,,Masculino,
409@gmail.com,,"Nenhum conhecimento, nunca ouvi falar sobre previdência privada",Não sei. Não me lembro.,,,,,,,Desempregado,,,,,,,Ceará,Entre 18 e 27 anos,,Masculino,
410@gmail.com,,"Nenhum conhecimento, nunca ouvi falar sobre previdência privada",Não sei,,,,,,,Desempregado,,,,,,,São Paulo,Entre 18 e 27 anos,,Feminino,
411@gmail.com,,"Nenhum conhecimento, nunca ouvi falar sobre previdência privada",iPhone,,,,,,,Desempregado,,,,,,,Alagoas,Entre 18 e 27 anos,,Masculino,
412@gmail.com,,"Nenhum conhecimento, nunca ouvi falar sobre previdência privada",Adidas,,,,,,,Desempregado,,,,,,,São Paulo,Entre 28 e 45 anos,,Masculino,
413@gmail.com,,"Nenhum conhecimento, nunca ouvi falar sobre previdência privada",Netflix,,,,,,,Desempregado,,,,,,,Tocantins,Entre 18 e 27 anos,,Feminino,
414@gmail.com,,"Nenhum conhecimento, nunca ouvi falar sobre previdência privada",Não sei oque é,,,,,,,Desempregado,,,,,,,Rio de Janeiro,Entre 18 e 27 anos,,Masculino,
415@gmail.com,,"Nenhum conhecimento, nunca ouvi falar sobre previdência privada",não sei,,,,,,,Desempregado,,,,,,,Minas Gerais,Menos de 18 anos,,Feminino,
416@gmail.com,,"Nenhum conhecimento, nunca ouvi falar sobre previdência privada",nenhuma,,,,,,,Desempregado,,,,,,,São Paulo,Entre 18 e 27 anos,,Masculino,
417@gmail.com,,"Nenhum conhecimento, nunca ouvi falar sobre previdência privada",Aposentadoria,,,,,,,Desempregado,,,,,,,Bahia,Entre 45 e 60 anos,,Feminino,
418@gmail.com,,"Nenhum conhecimento, nunca ouvi falar sobre previdência privada",Investimento de longo prazo,,,,,,,Desempregado,,,,,,,Goiás,Entre 18 e 27 anos,,Masculino,
419@gmail.com,,"Nenhum conhecimento, nunca ouvi falar sobre previdência privada",não sei,,,,,,,Desempregado,,,,,,,Rio de Janeiro,Entre 18 e 27 anos,,Masculino,
420@gmail.com,,"Nenhum conhecimento, nunca ouvi falar sobre previdência privada",Caixa,,,,,,,Desempregado,,,,,,,Espírito Santo,Entre 18 e 27 anos,,Feminino,
421@gmail.com,,"Nenhum conhecimento, nunca ouvi falar sobre previdência privada",Nike,,,,,,,Desempregado,,,,,,,Ceará,Entre 18 e 27 anos,,Masculino,
422@gmail.com,,"Nenhum conhecimento, nunca ouvi falar sobre previdência privada","nenhuma
",Santander Previdência,,,,,Confiança moderada,Desempregado,,,,,,"Alta preocupação , tenho medo e isso influencia minhas decisões",Espírito Santo,Entre 18 e 27 anos,,Masculino,Não
423@gmail.com,,"Nenhum conhecimento, nunca ouvi falar sobre previdência privada",Nike,Nenhuma das anteriores,,,,,Confiança muito baixa,Desempregado,,,,,,"Nenhuma preocupação, confio completamente nas instituições",Goiás,Entre 18 e 27 anos,,Masculino,Não
424@gmail.com,,"Nenhum conhecimento, nunca ouvi falar sobre previdência privada","
",,,,,,,Desempregado,,,,,,,São Paulo,Entre 18 e 27 anos,,Masculino,
425@gmail.com,,"Nenhum conhecimento, nunca ouvi falar sobre previdência privada",Nike,,,,,,,Desempregado,,,,,,,São Paulo,Entre 18 e 27 anos,,Feminino,
426@hotmail.com,,"Nenhum conhecimento, nunca ouvi falar sobre previdência privada",adidas,,,,,,,Desempregado,,,,,,,São Paulo,Entre 28 e 45 anos,,Masculino,
427@gmail.com,,"Nenhum conhecimento, nunca ouvi falar sobre previdência privada",Não sei o que é isto,,,,,,,Desempregado,,,,,,,Bahia,Entre 28 e 45 anos,,Feminino,
428@gmail.com,,"Nenhum conhecimento, nunca ouvi falar sobre previdência privada",Play story,,,,,,,Desempregado,,,,,,,São Paulo,Entre 28 e 45 anos,,Feminino,
429@gmail.com,,"Nenhum conhecimento, nunca ouvi falar sobre previdência privada","Shein
",Caixa Previdência|Itaú Previdência|Bradesco Previdência |Santander Previdência,,,,,Confiança moderada,Desempregado,,,,,,"Muita preocupação, não invisto por receio de golpes",Bahia,Entre 18 e 27 anos,,Feminino,Não
430@gmail.com,,"Nenhum conhecimento, nunca ouvi falar sobre previdência privada",Nao sei,,,,,,,Desempregado,,,,,,,Maranhão,Entre 18 e 27 anos,,Masculino,
431@gmail.com,,"Nenhum conhecimento, nunca ouvi falar sobre previdência privada",Nenhuma,,,,,,,Desempregado,,,,,,,Amazonas,Entre 18 e 27 anos,,Masculino,
432@gmail.com,,"Nenhum conhecimento, nunca ouvi falar sobre previdência privada",Nenhuma em mente,,,,,,,Desempregado,,,,,,,Acre,Entre 18 e 27 anos,,Masculino,
433@gmail.com,,"Nenhum conhecimento, nunca ouvi falar sobre previdência privada",Não sei,,,,,,,Desempregado,,,,,,,Tocantins,Entre 18 e 27 anos,,Feminino,
434@hotmail.com,,"Nenhum conhecimento, nunca ouvi falar sobre previdência privada",Não sei o que e,,,,,,,Desempregado,,,,,,,Ceará,Entre 28 e 45 anos,,Feminino,
435@gmail.com,,"Nenhum conhecimento, nunca ouvi falar sobre previdência privada",Adidas,,,,,,,Desempregado,,,,,,,Rio Grande do Sul,Entre 18 e 27 anos,,Masculino,
436@gmail.com,,"Nenhum conhecimento, nunca ouvi falar sobre previdência privada",Lacoste,,,,,,,Desempregado,,,,,,,Bahia,Entre 18 e 27 anos,,Masculino,
437@gmail.com,,"Nenhum conhecimento, nunca ouvi falar sobre previdência privada",Não sei,,,,,,,Desempregado,,,,,,,Ceará,Entre 28 e 45 anos,,Masculino,
438@gmail.com,,"Nenhum conhecimento, nunca ouvi falar sobre previdência privada",Não sei,,,,,,,Desempregado,,,,,,,Goiás,Entre 18 e 27 anos,,Feminino,
439@gmail.com,,"Nenhum conhecimento, nunca ouvi falar sobre previdência privada",Nada,,,,,,,Desempregado,,,,,,,Minas Gerais,Entre 18 e 27 anos,,Masculino,
440@gmail.com,,"Nenhum conhecimento, nunca ouvi falar sobre previdência privada",Play store,,,,,,,Desempregado,,,,,,,São Paulo,Entre 18 e 27 anos,,Feminino,
441@gmail.com,,"Nenhum conhecimento, nunca ouvi falar sobre previdência privada",Inss,,,,,,,Desempregado,,,,,,,Rio Grande do Sul,Entre 18 e 27 anos,,Masculino,
442@gmail.com,,"Nenhum conhecimento, nunca ouvi falar sobre previdência privada",Não sei,,,,,,,Desempregado,,,,,,,Pernambuco,Entre 28 e 45 anos,,Feminino,
443@gmail.com,,"Nenhum conhecimento, nunca ouvi falar sobre previdência privada",Galaxies,,,,,,,Desempregado,,,,,,,Pará,Entre 28 e 45 anos,,Masculino,
444@gmail.com,,"Nenhum conhecimento, nunca ouvi falar sobre previdência privada","santander
",,,,,,,Desempregado,,,,,,,Rio de Janeiro,Entre 28 e 45 anos,,Feminino,
445@gmail.com,,"Nenhum conhecimento, nunca ouvi falar sobre previdência privada",Inss,,,,,,,Desempregado,,,,,,,São Paulo,Entre 28 e 45 anos,,Masculino,
446@gmail.com,,"Nenhum conhecimento, nunca ouvi falar sobre previdência privada","..
.",XP Previdência,,,,,Confiança moderada,Desempregado,,,,,,"Preocupação moderada, estou atento, mas ainda invisto",Minas Gerais,Entre 18 e 27 anos,,Masculino,Não
447@gmail.com,,"Nenhum conhecimento, nunca ouvi falar sobre previdência privada",Nada,,,,,,,Desempregado,,,,,,,Pará,Entre 18 e 27 anos,,Masculino,
448@gmail.com,,"Nenhum conhecimento, nunca ouvi falar sobre previdência privada",nenhuma,,,,,,,Desempregado,,,,,,,São Paulo,Entre 18 e 27 anos,,Masculino,
449@gmail.com,,"Nenhum conhecimento, nunca ouvi falar sobre previdência privada",Nao sei,Caixa Previdência,,,,,Confiança alta,Desempregado,,,,,,"Muita preocupação, não invisto por receio de golpes",Ceará,Entre 28 e 45 anos,,Feminino,Não
450@gmail.com,,"Nenhum conhecimento, nunca ouvi falar sobre previdência privada",não sei informar,,,,,,,Desempregado,,,,,,,São Paulo,Entre 18 e 27 anos,,Masculino,
451@gmail.com,,"Nenhum conhecimento, nunca ouvi falar sobre previdência privada",Nenhuma,,,,,,,Desempregado,,,,,,,São Paulo,Entre 18 e 27 anos,,Feminino,
452@gmail.com,,"Nenhum conhecimento, nunca ouvi falar sobre previdência privada",Brasilprev,,,,,,,Desempregado,,,,,,,Mato Grosso,Entre 18 e 27 anos,,Feminino,
453@gmail.com,,"Nenhum conhecimento, nunca ouvi falar sobre previdência privada",Tesla,,,,,,,Desempregado,,,,,,,Ceará,Entre 18 e 27 anos,,Masculino,
454@gmail.com,,"Nenhum conhecimento, nunca ouvi falar sobre previdência privada",Nike,,,,,,,Desempregado,,,,,,,Paraíba,Entre 18 e 27 anos,,Masculino,
455@gmail.com,,"Nenhum conhecimento, nunca ouvi falar sobre previdência privada",Não sei,,,,,,,Desempregado,,,,,,,São Paulo,Entre 18 e 27 anos,,Masculino,
456@gmail.com,,"Nenhum conhecimento, nunca ouvi falar sobre previdência privada",nenhuma,,,,,,,Desempregado,,,,,,,Sergipe,Entre 18 e 27 anos,,Masculino,
457@gmail.com,,"Nenhum conhecimento, nunca ouvi falar sobre previdência privada",Itaú,,,,,,,Desempregado,,,,,,,São Paulo,Entre 18 e 27 anos,,Masculino,
458@gmail.com,,"Nenhum conhecimento, nunca ouvi falar sobre previdência privada",Netflix,,,,,,,Desempregado,,,,,,,Piauí,Entre 18 e 27 anos,,Feminino,
459@gmail.com,,"Nenhum conhecimento, nunca ouvi falar sobre previdência privada",nunca pensei nisso,,,,,,,Desempregado,,,,,,,Rio de Janeiro,Entre 28 e 45 anos,,Masculino,
460@gmail.com,,"Nenhum conhecimento, nunca ouvi falar sobre previdência privada",Nake,,,,,,,Desempregado,,,,,,,Minas Gerais,Entre 18 e 27 anos,,Masculino,
461@gmail.com,,"Nenhum conhecimento, nunca ouvi falar sobre previdência privada",Cruz,,,,,,,Desempregado,,,,,,,Bahia,Acima de 60 anos,,Masculino,
462@gmail.com,,"Nenhum conhecimento, nunca ouvi falar sobre previdência privada",Nenhuma,Nenhuma das anteriores,,,,,Confiança moderada,Desempregado,,,,,,"Muita preocupação, não invisto por receio de golpes",Pará,Entre 18 e 27 anos,,Feminino,Não
463@gmail.com,,"Nenhum conhecimento, nunca ouvi falar sobre previdência privada",Algo privado,,,,,,,Desempregado,,,,,,,Ceará,Entre 18 e 27 anos,,Masculino,
464@gmail.com,,"Nenhum conhecimento, nunca ouvi falar sobre previdência privada",Netflix,Nenhuma das anteriores,,,,,Confiança moderada,Desempregado,,,,,,"Muita preocupação, não invisto por receio de golpes",Piauí,Entre 18 e 27 anos,,Feminino,Não
465@gmail.com,,"Nenhum conhecimento, nunca ouvi falar sobre previdência privada",N sei,,,,,,,Desempregado,,,,,,,Piauí,Entre 18 e 27 anos,,Feminino,
466@hotmail.com,,"Nenhum conhecimento, nunca ouvi falar sobre previdência privada",INSS,,,,,,,Desempregado,,,,,,,Pernambuco,Entre 18 e 27 anos,,Masculino,
467@gmail.com,,"Nenhum conhecimento, nunca ouvi falar sobre previdência privada",Nenhuma,,,,,,,Desempregado,,,,,,,Paraná,Entre 18 e 27 anos,,Feminino,
468@gmail.com,,"Nenhum conhecimento, nunca ouvi falar sobre previdência privada",Nenhuma,,,,,,,Desempregado,,,,,,,São Paulo,Entre 18 e 27 anos,,Masculino,
469@gmail.com,,"Nenhum conhecimento, nunca ouvi falar sobre previdência privada",Marvel,,,,,,,Desempregado,,,,,,,Minas Gerais,Entre 28 e 45 anos,,Masculino,
470@yahoo.com,,"Nenhum conhecimento, nunca ouvi falar sobre previdência privada",Desconheço,,,,,,,Desempregado,,,,,,,Bahia,Entre 28 e 45 anos,,Masculino,
471@gmail.com,,"Nenhum conhecimento, nunca ouvi falar sobre previdência privada",Não sei oq é previdência kk,Nenhuma das anteriores,,,,,Confiança muito baixa,Desempregado,,,,,,"Nenhuma preocupação, confio completamente nas instituições",Pernambuco,Entre 28 e 45 anos,,Feminino,Não
472@gmail.com,,"Nenhum conhecimento, nunca ouvi falar sobre previdência privada",Netflix,,,,,,,Desempregado,,,,,,,Paraná,Entre 18 e 27 anos,,Feminino,
473@gmail.com,,"Nenhum conhecimento, nunca ouvi falar sobre previdência privada",Nenhuma,,,,,,,Desempregado,,,,,,,Rio de Janeiro,Entre 28 e 45 anos,,Feminino,
474@gmail.com,,"Conhecimento moderado, tenho uma ideia geral sobre o que é e como funciona",Nenhuma,Caixa Previdência|Bradesco Previdência |XP Previdência,,,,Pix,,Desempregado,,Uma vez por ano ou em momentos específicos,6% a 10%,,,,Piauí,Entre 18 e 27 anos,,Feminino,Não
475@gmail.com,,"Nenhum conhecimento, nunca ouvi falar sobre previdência privada",Nenhuma,,,,,,,Desempregado,,,,,,,São Paulo,Entre 18 e 27 anos,,Masculino,
476@hotmail.com,,"Nenhum conhecimento, nunca ouvi falar sobre previdência privada",Não sei,,,,,,,Desempregado,,,,,,,São Paulo,Entre 28 e 45 anos,,Masculino,
477@gmail.com,,"Nenhum conhecimento, nunca ouvi falar sobre previdência privada",Não,,,,,,,Desempregado,,,,,,,Minas Gerais,Entre 28 e 45 anos,,Feminino,
478@gmail.com,,"Nenhum conhecimento, nunca ouvi falar sobre previdência privada",Privacidade,,,,,,,Desempregado,,,,,,,Rio de Janeiro,Entre 18 e 27 anos,,Masculino,
479@gmail.com,,"Nenhum conhecimento, nunca ouvi falar sobre previdência privada",Netflix,,,,,,,Desempregado,,,,,,,São Paulo,Entre 18 e 27 anos,,Feminino,
480@gmail.com,,"Nenhum conhecimento, nunca ouvi falar sobre previdência privada",Sicredi,,,,,,,Desempregado,,,,,,,Mato Grosso,Entre 18 e 27 anos,,Feminino,
481@gmail.com,,"Conhecimento muito baixo, já ouvi falar, mas não sei como funciona",Netflix,Bradesco Previdência,Não tenho,,,,Confiança moderada,Desempregado,,Não sei/Não investiria,Não sei/Não investiria,,,"Muita preocupação, não invisto por receio de golpes",Rondônia,Entre 28 e 45 anos,,Feminino,Sim
482@hotmail.com,"Online, com suporte humano","Conhecimento muito baixo, já ouvi falar, mas não sei como funciona",Caixa econômica federal,Nenhuma das anteriores,Não tenho,,,Boleto,Confiança moderada,Desempregado,Taxas de administração e carregamento,"Todo mês, como parte do meu orçamento",6% a 10%,,Me aposentar mais cedo,"Muita preocupação, não invisto por receio de golpes",São Paulo,Entre 28 e 45 anos,,Feminino,Outro
483@gmail.com,,"Conhecimento muito baixo, já ouvi falar, mas não sei como funciona",Nike,Santander Previdência,Não tenho,,,,Confiança moderada,Desempregado,,Não sei/Não investiria,Caso a empresa oferecesse como benefício,,,"Muita preocupação, não invisto por receio de golpes",São Paulo,Entre 18 e 27 anos,,Feminino,Não
484@gmail.com,"Online, por meio de um corretor de seguros","Conhecimento muito alto, sou especialista no assunto ou tenho muita experiência prática",Motorola,Caixa Previdência,Não tenho,,,Pix,Confiança baixa,Desempregado,Reputação da marca,"Todo mês, como parte do meu orçamento",6% a 10%,,Manter padrão de vida quando parar de trabalhar,"Muita preocupação, não invisto por receio de golpes",Rio de Janeiro,Entre 18 e 27 anos,,Feminino,Não
485@gmail.com,,"Conhecimento muito baixo, já ouvi falar, mas não sei como funciona",Spotify,Santander Previdência|Nenhuma das anteriores,Não tenho,,,,Confiança baixa,Desempregado,,Não sei/Não investiria,Não sei/Não investiria,,,"Muita preocupação, não invisto por receio de golpes",Rondônia,Entre 18 e 27 anos,,Feminino,Não
486@gmail.com,,"Conhecimento muito baixo, já ouvi falar, mas não sei como funciona",Nenhuma,Nenhuma das anteriores,Não tenho,,,,Confiança baixa,Desempregado,,Não sei/Não investiria,Caso a empresa oferecesse como benefício,,,"Pouca preocupação, considero, mas acho improvável ser vítima",Minas Gerais,Entre 28 e 45 anos,,Feminino,Não
487@hotmail.com,"Online, com suporte por chat e Inteligência Artificial","Conhecimento muito baixo, já ouvi falar, mas não sei como funciona",Nenhum,Itaú Previdência,Não tenho,,,Pix,Confiança moderada,Desempregado,Reputação da marca,Nos meses em que tenho menos despesas,Até 5%,,Manter padrão de vida quando parar de trabalhar,"Preocupação moderada, estou atento, mas ainda invisto",Goiás,Entre 28 e 45 anos,,Masculino,Não
488@hotmail.com,,"Conhecimento moderado, tenho uma ideia geral sobre o que é e como funciona",inss,Brasilprev,Não tenho,,,,Confiança moderada,Desempregado,,Não sei/Não investiria,Não sei/Não investiria,,,"Muita preocupação, não invisto por receio de golpes",São Paulo,Entre 28 e 45 anos,,Masculino,Não
489@gmail.com,"Online, por meio de um corretor de seguros","Conhecimento muito baixo, já ouvi falar, mas não sei como funciona",Nenhuma,Nenhuma das anteriores,Não tenho,,,Pix,Confiança moderada,Desempregado,Taxas de administração e carregamento,"Todo mês, como parte do meu orçamento",Caso a empresa oferecesse como benefício,,Manter padrão de vida quando parar de trabalhar,"Muita preocupação, não invisto por receio de golpes",São Paulo,Entre 28 e 45 anos,,Feminino,Não
490@gmail.com,"Online, com suporte por chat e Inteligência Artificial","Conhecimento muito baixo, já ouvi falar, mas não sei como funciona",Caixa econômica Federal,Caixa Previdência,Não tenho,,,Débito em conta,Confiança alta,Desempregado,Segurança e solidez da instituição,"Todo mês, como parte do meu orçamento",6% a 10%,,Manter padrão de vida quando parar de trabalhar,"Nenhuma preocupação, confio completamente nas instituições",Rio Grande do Sul,Entre 28 e 45 anos,,Masculino,Sim
491@gmail.com,,"Conhecimento muito baixo, já ouvi falar, mas não sei como funciona",Caixa,Caixa Previdência,Não tenho,,,,Confiança alta,Desempregado,,Não sei/Não investiria,Caso a empresa oferecesse como benefício,,,"Muita preocupação, não invisto por receio de golpes",Maranhão,Entre 18 e 27 anos,,Masculino,Outro
492@gmail.com,,"Conhecimento muito alto, sou especialista no assunto ou tenho muita experiência prática",Galáxia,Nenhuma das anteriores,Não tenho,,,,Confiança muito baixa,Desempregado,,Não sei/Não investiria,11% a 15%,,,"Muita preocupação, não invisto por receio de golpes",Pernambuco,Entre 18 e 27 anos,,Feminino,Não
493@gmail.com,WhatsApp com suporte humano,"Conhecimento muito baixo, já ouvi falar, mas não sei como funciona",Arno,Itaú Previdência|Bradesco Previdência |Santander Previdência,Não tenho,,,Pix,Confiança baixa,Desempregado,Reputação da marca,Apenas quando sobra dinheiro,Caso a empresa oferecesse como benefício,,Ajudar quem eu amo,"Muita preocupação, não invisto por receio de golpes",Mato Grosso,Entre 18 e 27 anos,,Masculino,Não
494@gmail.com,,"Conhecimento alto, conheço bem e entendo como fazer escolhas ou investir",Kinea,Nenhuma das anteriores,Não tenho,,,,Confiança muito baixa,Desempregado,,Não sei/Não investiria,Não sei/Não investiria,,,"Nenhuma preocupação, confio completamente nas instituições",Rio Grande do Sul,Entre 45 e 60 anos,,Feminino,Não
495@gmail.com,,"Conhecimento muito baixo, já ouvi falar, mas não sei como funciona",...,Nenhuma das anteriores,Não tenho,,,,Confiança muito baixa,Desempregado,,Não sei/Não investiria,Não sei/Não investiria,,,"Muita preocupação, não invisto por receio de golpes",São Paulo,Entre 28 e 45 anos,,Masculino,Não
496@gmail.com,WhatsApp com suporte humano,"Conhecimento muito baixo, já ouvi falar, mas não sei como funciona",Caixa,Caixa Previdência,Não tenho,,,Boleto,Confiança muito alta,Desempregado,Rentabilidade,Quando recebo bônus ou participação nos lucros,Não sei/Não investiria,,Passar o dia jogando videogame,"Muita preocupação, não invisto por receio de golpes",Tocantins,Entre 18 e 27 anos,,Feminino,Não
497@hotmail.com,,"Conhecimento moderado, tenho uma ideia geral sobre o que é e como funciona",Inss,Bradesco Previdência,Não tenho,,,,Confiança baixa,Desempregado,,Não sei/Não investiria,Não sei/Não investiria,,,"Muita preocupação, não invisto por receio de golpes",Rio de Janeiro,Entre 28 e 45 anos,,Feminino,Não
498@gmail.com,WhatsApp com suporte humano,"Conhecimento moderado, tenho uma ideia geral sobre o que é e como funciona",Caixa,Caixa Previdência,Não tenho,,,Pix,Confiança moderada,Desempregado,Flexibilidade no resgate,"Todo mês, como parte do meu orçamento",Até 5%,,Manter padrão de vida quando parar de trabalhar,"Preocupação moderada, estou atento, mas ainda invisto",Amazonas,Entre 18 e 27 anos,,Masculino,Não
499@gmail.com,,"Conhecimento muito baixo, já ouvi falar, mas não sei como funciona",Consul,Caixa Previdência,Não tenho,,,Débito em conta,Confiança moderada,Desempregado,Indicação de um especialista ou consultor financeiro,"Todo mês, como parte do meu orçamento",6% a 10%,,,"Preocupação moderada, estou atento, mas ainda invisto",Pernambuco,Entre 45 e 60 anos,,Feminino,Sim
500@gmail.com,"Presencialmente, em uma agência ou com um corretor de seguros","Conhecimento moderado, tenho uma ideia geral sobre o que é e como funciona",Uma forma de investir,Itaú Previdência,Não tenho,,,Pix,Confiança muito alta,Desempregado,Benefícios fiscais,Apenas quando sobra dinheiro,Acima de 15%,,Me aposentar mais cedo,"Muita preocupação, não invisto por receio de golpes",Rondônia,Entre 18 e 27 anos,,Masculino,Sim
501@gmail.com,"Presencialmente, em uma agência ou com um corretor de seguros","Conhecimento muito baixo, já ouvi falar, mas não sei como funciona",Previdência privada caixa,Nenhuma das anteriores,Não tenho,,,Débito em conta,Confiança baixa,Desempregado,Indicação de um especialista ou consultor financeiro,"Todo mês, como parte do meu orçamento",6% a 10%,,Me aposentar mais cedo,"Pouca preocupação, considero, mas acho improvável ser vítima",Paraíba,Entre 28 e 45 anos,,Masculino,Não
502@gmail.com,,"Conhecimento muito baixo, já ouvi falar, mas não sei como funciona",Nem uma,Bradesco Previdência,Não tenho,,,,Confiança moderada,Desempregado,,Não sei/Não investiria,Até 5%,,,"Muita preocupação, não invisto por receio de golpes",Pará,Entre 18 e 27 anos,,Masculino,Não
503@gmail.com,WhatsApp via ChatBot,"Conhecimento muito baixo, já ouvi falar, mas não sei como funciona",Bradesco,Bradesco Previdência,Não tenho,,,Pix,Confiança baixa,Desempregado,Rentabilidade,Quando recebo o 13º salário,Não sei/Não investiria,,Pagar a faculdade para um filho ou familiar,"Alta preocupação , tenho medo e isso influencia minhas decisões",Rio Grande do Sul,Entre 18 e 27 anos,,Masculino,Sim
504@hotmail.com,"Presencialmente, em uma agência ou com um corretor de seguros","Conhecimento muito baixo, já ouvi falar, mas não sei como funciona",Banco do Brasil,Bradesco Previdência |Caixa Previdência|Brasilprev|Itaú Previdência,Não tenho,,,Débito em conta,Confiança alta,Desempregado,Rentabilidade,"Todo mês, como parte do meu orçamento",Até 5%,,Manter padrão de vida quando parar de trabalhar,"Alta preocupação , tenho medo e isso influencia minhas decisões",São Paulo,Entre 28 e 45 anos,,Feminino,Não
505@gmail.com,"Online, por meio de um corretor de seguros","Conhecimento moderado, tenho uma ideia geral sobre o que é e como funciona",Recursos,Bradesco Previdência,Não tenho,,,Pix,Confiança baixa,Desempregado,Segurança e solidez da instituição,"Todo mês, como parte do meu orçamento",6% a 10%,,Manter padrão de vida quando parar de trabalhar,"Preocupação moderada, estou atento, mas ainda invisto",São Paulo,Entre 28 e 45 anos,,Feminino,Não
